1	-0.9764892716453735
2	-1.199076036631492
3	-1.1946547753738732
4	-1.089808588928422
5	-1.3124783816057375
6	-1.2012814283802837
7	-1.2638532089741366
8	-1.1990760366329114
9	-1.1465325161270152
10	-1.0830772183997117
11	-1.2481505624793383
12	-1.0559812696614264
13	-1.1785374996350517
14	-1.1526025263503141
15	-1.4431841369599387
16	-1.1998084143209693
17	-1.2472184024886646
18	-1.5029872267168665
19	-1.1547195007608921
20	-1.348749475098275
21	-1.34686955217502
22	-1.0760179515607111
23	-1.356026738586573
24	-1.3074266672113557
25	-1.218066348370655
26	-1.3506256014497102
27	-1.1322561071793513
28	-1.0195031918684057
29	-1.261650176927702
30	-1.3108296202020975
31	-1.2395637555811658
32	-0.8650922392432638
33	-1.2573449269717807
34	-1.2126476089447384
35	-1.1701786751392491
36	-0.8856435358268901
37	-0.5127156642750543
38	-1.1497741201879188
39	-0.7974976044973088
40	-1.2120707839464353
41	-1.1990760366329114
42	-1.1936784182751088
43	-1.1380928512204294
44	-1.4474663299969117
45	-1.5884641317217676
46	-0.9075657854392742
47	-1.2504381258187107
48	-1.5206533289856912
49	-1.194166171789403
50	-1.2339357025709938
51	-1.2030394552868235
52	-1.0725804460149353
53	-1.2301305658883555
54	-1.3344019563957443
55	-1.0852464483551534
56	-0.7942015858556564
57	-1.0827656080163697
58	-1.39901966601084
59	-1.1023307973472958
60	-1.1889408898633087
61	-1.2104803421362378
62	-0.999867806984289
63	-1.196061345478476
64	-1.1437489590539227
65	-1.2371081778666342
66	-1.3722035214587576
67	-1.1390010552114498
68	-0.9469301355954849
69	-0.8725961070385144
70	-1.1903163150923832
71	-0.9996367431987563
72	-1.2822858280223703
73	-1.2995539683234918
74	-1.155598428947348
75	-1.0187162510696302
76	-0.6374208306061211
77	-1.2810422011703257
78	-1.0920629104204413
79	-1.2267115562041953
80	-1.3379966974798696
81	-1.1520527986076414
82	-1.1893008167504104
83	-1.2944559832346945
84	-1.3403970288267606
85	-1.2694395439318649
86	-1.18193041577393
87	-0.9666841472614871
88	-1.3963840248267265
